"name","area_11_1_856_S25_noOTA","area_11_2_856_S25_noOTA","area_11_3_856_S25_noOTA","area_11_1_15_S25_noOTA","area_11_2_15_S25_noOTA","area_11_3_15_S25_noOTA","area_11_1_92_S25_noOTA","area_11_2_92_S25_noOTA","area_11_3_92_S25_noOTA","area_11_1_856_J25_OTA","area_11_2_856_J25_OTA","area_11_3_856_J25_OTA","area_11_1_15_J25_OTA","area_11_2_15_J25_OTA","area_11_3_15_J25_OTA","area_11_1_92_J25_OTA","area_11_2_92_J25_OTA","area_11_3_92_J25_OTA"
"group","cD_noOTA","cD_noOTA","cD_noOTA","cD_noOTA","cD_noOTA","cD_noOTA","cD_noOTA","cD_noOTA","cD_noOTA","cD_OTA","cD_OTA","cD_OTA","cD_OTA","cD_OTA","cD_OTA","cD_OTA","cD_OTA","cD_OTA"
"Methylfarnesoate","3813488.11238165","4551485.26950995","5418032.41894118","3204399.24449801","3893648.12039677","3268875.9412841","4467352.56161814","4447995.67052446","4733947.67340904","2217608.44788656","1540128.88979597","1726756.92685946","2269654.08507814","1253381.53893937","1710881.56675062","2912845.31289267","4078541.17599658","2882463.13364579"
"Metoprolol","210586.823653075","198813.371847214","206630.999162632","242364.956581715","203105.10046921","211588.207788401","235109.152070997","203634.269564617","205380.481921553","225519.833740601","224465.859505395","182447.387390136","215491.002969934","228404.505386296","250251.945648478","223268.775350421","195756.521485418","190437.529968876"
"MFCD00001109","454450.143116209","569247.004272799","674128.602565211","731559.648318104","624961.51579567","629732.267639402","841030.670909632","898101.591766426","993823.653746603","514301.019549306","267877.884510589","452024.55566598","783829.149103175","277238.894856757","461546.104527139","725699.09651022","1266982.39944991","693690.277436766"
"MFCD00021091","62411.9370288295","95654.0776347496","108295.222695287","122558.28661009","115563.068991774","111801.522837022","131688.117876363","133108.377901118","138987.673471481","146294.721934059","68096.8565578415","121548.008002194","201150.917199237","87412.1464566563","127147.749357399","193877.94390496","321444.941689316","192028.37245218"
"MFCD00042968","77523.1022891552","73719.517695111","68649.1412254564","69737.5217888779","72982.154813112","69940.6186544111","71676.7305971065","67318.3465713807","71325.4995207332","71705.5769446873","70155.5362143606","80586.2458912604","75132.0694923717","81398.181840453","80187.3197148932","70816.1913821485","80747.9130370063","78249.1217335873"
"MFCD00046712","566241.633049802","310260.982364461","415342.771011673","461953.16972109","9543.15811823205","18099.5655530349","554103.802978701","60342.8669553113","57086.8037669226","62711.906363827","125071.736725585","21430.5766939016","71171.1930575324","75202.619898525","7215.09787804169","186189.690500128","74675.4025067798","409464.046120721"
"MFCD00053868","42304616.7332675","41743209.2864911","41665834.1481355","42255636.8590604","42762619.8556955","41811762.4905243","41742254.8558927","42006183.8734794","41671457.1272347","41965412.7495563","42410631.797215","43336502.2366759","43062098.4590967","43372578.5263714","43112749.4874948","43028858.7858998","42421987.9960185","43053386.7408007"
"MFCD00054545","13475.7203643589","6025.22002825666","18520.4258353666","52406.299336647","63802.311668828","81351.1367955119","2482.24434752776","2520.46703948416","2558.02854993543","386980.941599595","471094.771317479","368938.505115727","372347.316993907","311485.677906632","375950.300508287","330950.272521413","340383.165612492","314296.002796783"
"MFCD00134195","441435.179724753","657615.77683959","848378.131450295","497422.927933145","597599.555448073","713969.34879859","188447.327886176","237243.006605452","195503.249428194","3904722.42420583","1904900.76509753","2315991.63725897","3057407.97634917","1097756.04837015","3363150.37468061","575449.04924151","1909285.98323634","309365.95395048"
"MFCD00144215","2037189.88137416","2116603.01051684","2027569.26892134","2159168.52752664","2089540.93194716","1996986.51845503","2215806.60993771","2191215.75128927","2202452.78797942","2164436.0697981","2126037.79091906","2206875.47470205","2331091.8176771","2230580.11744046","2110967.15130757","2276096.14599147","2180591.82436121","2144697.94799228"
"MFCD00270409","4711217.20999541","3776902.20585045","3654400.28617404","6847275.41467402","636998.233352217","1054599.07944323","9015451.38211354","2534511.48637017","3204295.0581298","1836659.2629083","4190920.78848098","1927677.80827893","4396915.25816323","4529157.53516146","433066.502330437","3929764.05257414","3591663.72819592","5981487.60467711"
"MFCD00674434","118843.381716407","101193.981803611","87460.2267812989","345142.41444162","16337.2501257028","31727.2288819191","600215.498291527","286589.166537393","308977.143320635","120917.813947958","337443.12877052","166789.096032128","194562.962740689","141729.03167884","30404.9071217257","739142.964900722","237784.137805722","1191252.84194353"
"MFCD01320532","339394.72837501","324350.824096797","476674.08309323","213276.620863246","141619.435268989","59946.2253793078","230131.02223726","123799.965430194","181289.35377279","128781.542710007","12385.3758296853","45402.5533039362","86999.3280571994","40663.095718121","50363.9056897643","74616.4055739117","67585.2871292802","80001.5124308103"
"MFCD08272985","77556.9408213792","69610.7500912858","114471.966175753","39216.3858043294","53195.1466021265","214347.150558191","58626.642093809","59635.7115912002","191362.497180339","93261.9521776541","210566.686173172","162535.061708177","57578.7146306392","41728.4246942976","55849.4719032295","39228.1942628724","24376.7997397259","28552.5164312384"
"Microdiplactone","43803.3099612734","37907.3546364181","57094.0302306371","55410.5678663045","3166.06963311858","16995.3365360999","90958.9503002551","28610.3167072827","100704.048218858","114191.789436812","96116.5389781723","26096.9458842929","71055.7856750991","46335.5248169041","3436.96412406132","53340.0152745553","6437.04035083004","47655.7478074579"
"Mitonafide","111040.357068106","59412.423591716","64381.0316870077","10302.7734621118","11125.5833987783","6629.45154675439","50275.8363675341","42525.2801019442","48736.5989180239","102150.179101731","59906.5228663873","64273.4402317963","41723.2052278475","21143.9165929344","42732.1886447534","50631.7942675724","122152.385462514","66823.5154468805"
"Mollisinol A","300521.095214343","339895.352061194","399807.367785652","138461.498530941","134273.584352441","173406.975521044","115195.218928715","100912.087080063","128463.051320166","369168.602338499","135550.955881828","224860.729983657","354269.613968805","383081.957534274","458408.513423315","229768.037368834","325914.670267485","253346.698764064"
"Monoelaidin","831535.327608574","511297.481974229","662434.159307775","519550.319088011","19545.6797534141","61475.2461476538","991693.911770895","187093.532342975","228967.349198226","41890.9937227713","86367.2293239553","13318.9267415574","42566.0972661246","86935.6056194365","3526.01865570995","135824.413822163","85704.9759965699","305929.968879812"
"Mucidone","524230.341489348","613909.343188811","719433.361807508","794329.545259534","754141.328469933","724669.504475659","906872.169237407","919745.592734714","1015128.62626252","779565.10522305","488805.78685086","717745.905562151","993263.032904719","547692.241925065","720825.133032412","1135740.00764512","1832299.47259203","1074661.37654901"
"N-({2-[(Dimethylcarbamoyl)amino]ethyl}sulfamoyl)-N-methyl-beta-alanine","18350284.313911","21534530.9108867","27911992.5274453","16303447.9767613","19018263.8153519","20923427.2469974","20327695.0650929","20185137.166057","21090270.171077","4983076.21513198","6439551.20959013","7517708.56807721","4157048.32482755","5834870.1306562","6291555.021339","9616728.81369979","11599769.9867132","9094787.34380013"
"N-(2-Amino-2-oxoethyl)-N'-cyclododecylsuccinamide","7148313.59617734","6402725.1582576","5770084.89021563","7178671.30723529","4654640.91265652","4153822.08948095","7460510.18230978","4924417.40130424","4952324.85768417","11493472.0490312","11709657.9926677","12430615.0511412","11754839.2092451","11985913.4546397","13034547.7727997","12033565.0022744","12138423.8815951","11740870.6368961"
"N-(2-Hexyl-4-oxo-3(4H)-quinazolinyl)-4-hydroxy-1-isobutyl-2-oxo-1,2,5,6,7,8-hexahydro-3-quinolinecarboxamide","2036003.21382445","1611092.21816","2070356.16758629","2100538.90682019","445253.179478618","739343.218467105","2608910.82507326","3118776.3583692","473983.499349248","713342.249871112","1081773.66448975","844458.847002406","501496.058053677","970036.378545662","682649.321170319","913684.559488608","591016.578898162","1395284.64743989"
"N-(2-methyl-3-oxodecanoyl)pyrrolidine","76851.9903447412","101809.65250212","105972.306461845","53463.5054068894","80569.6147224938","189680.158518684","106227.934786485","91336.5032337115","261251.022871622","154720.462812825","266403.234003311","172919.644164546","104561.163065645","73529.0583593044","62800.6421492992","81434.5474918395","55162.2746901944","94474.5982831837"
"N-(2,2-Dimethyl-4-oxo-3,8,11-trioxa-5-azatridecan-13-yl)glycine","154850.090407446","209269.989824026","259146.176601408","175789.258339661","149660.126044369","144371.01159893","258471.301921984","213564.535917923","249138.256468366","152605.513195384","272247.470470504","179454.337189893","125709.028642109","73253.6956421616","107806.160281239","976234.696305795","1711552.81402251","981245.534026998"
"N-(3-{3-[(2,1,3-Benzoxadiazol-4-ylsulfonyl)amino]propoxy}phenyl)acetamide","1261966.17696522","1227380.26338829","1264839.87221738","1263439.51477413","1324898.76577047","1197373.46442099","1181078.01145698","1184525.60166347","1275993.97207939","1267853.46573421","1213560.98195839","1311824.08010814","1253710.95660359","1189671.52857818","1262737.00011586","1293104.40376763","1223784.94200013","1170453.18217547"
"N-(5-Methyl-1,2-oxazol-3-yl)-4-[(phenylcarbamoyl)amino]benzenesulfonamide","492016.622876568","498234.953235583","497535.955732272","531197.993234996","539134.302898255","520874.480060741","538764.760356803","535072.118986603","515270.081481369","523266.229728429","507846.701352533","509943.809201014","556644.036025983","536260.771663925","516151.395902315","504235.183385458","486623.4122022","514696.880690543"
"N-(6-Aminohexanoyl)-6-aminohexanoate","1644428.57867157","2842691.61250593","3060768.24609415","7880506.66010113","3568259.64552198","4924706.72019801","5159600.63426437","6930512.71112517","15665859.3603164","2764021.42053431","5140348.27956422","2803119.10712502","9312107.54377507","4434507.91822482","8789760.78009457","19422562.2603112","25162009.6586736","11858469.6346979"
"N-[(5-Amino-1H-1,2,4-triazol-3-yl)methyl]-1H-benzimidazole-2-carboxamide","257584.312295781","395724.511851984","788230.196205281","2168794.96149776","2569401.21106769","3382029.05142103","1355083.58188331","1887585.86830806","667945.058409039","1438736.04984003","862363.243501425","963609.034069274","2824827.77679643","442937.101649576","1662861.19688055","1471653.91963822","2710451.82368318","1153707.44314312"
"N-[2-(1-hydroxy-4-methylpentyl)]acetamide","7464467.21972409","6524601.27512604","7705744.85452981","7941379.3699628","10664554.6609314","12505187.2581331","8604679.71239433","14142636.1535682","20294107.3787946","4764917.62545513","2690403.56295525","3737515.97892882","5286384.94211581","2571382.56055808","6890239.57507123","2704493.18496916","6608298.9438359","1881275.82101789"
"N-[2-(5-Methoxy-1H-indol-3-yl)ethyl]-2-furamide","680576.030064978","883323.605208746","629872.928405571","861437.249489823","306573.401266165","374771.644353432","200736.422355824","238597.61501909","512103.682064406","434916.960444688","2099259.14470341","1263769.26449352","1245517.27974608","87937.4600098863","1210826.0327077","222622.154258147","506760.277305521","141691.596973846"
"N-[2-(Isopropylcarbamoyl)phenyl]-4,5-dimethoxy-2-nitrobenzamide","510869.498599209","220216.641529316","212491.800762732","52003.4890529559","60952.074298724","68870.1166245422","116398.93257389","79992.0030076297","115891.44072691","86739.7412824573","58684.870209821","92818.4051758645","82231.6378601652","30704.1334466295","63577.372091769","87197.6827443975","102014.89980646","122257.401076018"
"N-[3-(4,4-Dimethyl-2,5-dioxo-1-imidazolidinyl)-2-hydroxypropyl]-N-(3-nitrophenyl)benzenesulfonamide","2782460.83797258","2875404.463566","2761063.74901997","2902976.61863364","2832508.42792718","2714147.10342025","2940940.29391655","2855317.70983662","2850320.41485571","2905531.66529015","2754896.7241801","2908732.88233695","2977687.2192257","2941903.3352722","2830492.17486094","2919118.42183829","2951331.48158791","2836975.22731786"
"N-[3-(Diethylamino)propyl]-2-(1,3-dimethyl-2,6-dioxo-1,2,3,6-tetrahydro-7H-purin-7-yl)acetamide","1186076.17942119","1676966.98754149","2291836.93088929","1530146.43933772","1866297.46499019","2239681.5754693","3128476.2943614","4119769.36540087","3821886.81195368","945531.533111948","407114.478196206","907409.748403211","818771.320494429","259190.968306505","324220.828839375","1482931.07698628","2175632.96131556","1481954.52555566"
"N-[Bis(diethylamino)(phenyl)phosphoranylidene]-1-azepanecarbothioamide","364092.844003428","274769.646956866","350689.525756881","71299.6583434789","27923.6853732098","17091.9753419447","75708.9004441191","87978.7312766617","16878.1145749673","121922.72726956","84503.3096143648","136354.210616025","121073.694579269","105665.398929736","97312.7932766792","71395.0647557834","189820.743919509","39953.2266906108"
"N-acetyl-3,5,11,18-tetrahydroxyoctadecyl-2-amine","59453.2277525058","87416.354535291","78320.2356352621","164782.001475394","220284.847238194","175060.205793277","261266.996177562","280942.333226789","307561.081075945","32592.8808344682","12623.5745718852","29157.6731646954","57515.3628113318","21954.4039532844","28340.8773979047","76376.8154658276","134207.320358198","72696.5557252473"
"N-Acetyl-beta-D-galactosamine","2366267.56308305","2246676.24109347","2191429.89746338","5546127.00351419","2364637.90639994","3136603.3712586","1951491.80403834","2509621.39089652","5040719.78336783","13843943.9585624","23910029.5127114","9509424.60437417","14400281.2008014","13013055.566528","15274968.8377497","10014400.899934","13364811.1161071","8653111.01002342"
"N-Acetyl-L-Carnosine","17533.076775282","28147.7028746877","97741.2147270306","870162.377222775","865461.166691828","1336342.12745059","108385.534574339","362448.6117145","86947.2690754331","124366.199591537","96027.016370164","72526.2682581849","411556.272481836","237453.042412055","250313.718305126","2727401.02239013","970469.141996309","1726176.16744799"
"N-Acetyltryptophan","59080.4661057895","55202.1899500115","65586.6220203192","91249.3575402791","104302.732529717","126744.416266184","110704.2802584","116426.6064754","117426.504204688","51017.6507499896","79285.6164302647","68497.4759280635","104980.356597084","158916.07420575","146863.951749411","375059.862125052","357401.710942589","236458.600770143"
"n-Amylbenzene","802766.311777135","668734.871865207","772514.765627162","598231.506599699","548648.547778376","616240.354694673","792394.363242077","794452.086488011","917931.29379131","684706.984961081","590386.969410337","817257.336636199","600161.388193112","327050.333048806","571101.519690035","1037068.56114903","1577343.3128077","1064718.5481246"
"N-Benzoyl-4-O-methoxyanthranilate","425092.094859293","443498.976934348","433468.437536749","66670.6709104039","67689.8813841881","100065.454797056","25380.8693797212","19990.9088791311","46287.7020293599","129804.75229815","104282.038562893","105294.652663365","14069.5374594539","11507.246046182","17749.60276836","6156.61576249258","7397.62021842691","6306.5912625734"
"N-Benzoylglycyl-N-cyclopentyl-N~2~-(1,5-dimethyl-3-oxo-2-phenyl-2,3-dihydro-1H-pyrazol-4-yl)isovalinamide","1247714.9044073","1157918.99098295","1240110.5340615","1400515.5378644","260135.299337662","384647.254669863","1761366.63940825","1254945.07373284","364256.332367016","1116669.08595193","1490136.08041613","673332.376422214","970509.562423946","1302208.60088525","516336.360791101","1118123.38953875","753962.615498175","1531096.80986924"
"N-Benzylmethanimine","241259.502172814","543199.011280806","633421.556750235","1261265.31374959","1576202.41923365","3872048.19915974","775008.852700878","2238095.4898145","1974961.55385243","834841.637678859","733130.697219443","954075.627792306","2108953.03377586","188602.687977077","2387484.880642","1287637.25855914","4808499.72301992","1284405.0013127"
"N-Boc-piperidine-3-methanol","97024.845555211","104427.421437557","127768.466750182","444576.57654331","475299.471026582","578946.414532206","76408.173662547","81009.1436076382","85537.4117510669","54492.1783428649","61765.844480402","62028.2369807294","409917.973689316","263373.162468249","473936.3034509","111780.558846462","973882.993007383","64264.199899894"
"N-butyryl-L-homoserine lactone","19449.7540320899","32944.4852255789","6271.84233858979","205687.515334118","59480.6223630018","92091.2396688972","107620.659665593","184040.758854388","628618.656637463","29746.9141129489","124065.022340414","74660.7319696778","315757.4485236","725702.223185415","520023.361713483","269169.317128127","649730.989883461","134647.151555985"
"N-Ethyl-N'-isopropyl-6-[(isopropylideneamino)oxy]-1,3,5-triazine-2,4-diamine","292942.406015392","253448.243071493","294427.513466736","424840.123962381","424983.551375276","524320.671290399","179290.830056755","170068.285107947","193452.685421933","189697.226764413","143770.775742659","191270.024258998","119787.83417678","126597.323478974","122073.81051427","66609.3338278704","117922.369430176","93961.4190771791"
"N-lauroylglycine","142157.290170073","157963.954755302","227039.102677982","1406646.70571872","1298621.90504806","271881.710020859","1402317.42408346","99046.9434321589","1496421.07542968","220506.774029176","320993.750218316","206867.647811831","130732.725104709","98949.6131716343","88906.834182099","172927.18378316","63333.6246892312","99175.4064460244"
"N-Methyl-2-[5-(4-morpholinylmethyl)-1H-tetrazol-1-yl]-N-[2-(tetrahydro-2H-pyran-2-yl)ethyl]acetamide","364299.618598045","1950579.37073328","2628928.11850603","564225.910654331","417970.037827649","551971.360939106","579851.370750542","767859.471491562","867855.226360392","2160280.54512458","791876.80335906","1189147.8588883","803599.911872999","482633.25344886","766821.922357466","1149375.1140614","1903939.45661633","1888431.80225713"
"N-Methylpyrrolidone","285745.966863429","391456.690101601","400081.012474435","12148200.5679905","373806.288696462","343166.726848916","10195572.0004039","413421.491388615","435195.966050777","43969227.0681232","33919439.3035447","1469922.54567562","17427993.3297603","6388636.41596972","745088.613701339","15884331.8532666","1172251.24270722","36629784.0062488"
"N-Palmitoyl-L-Aspartate","163470.569268943","153250.580048355","201349.607391459","324586.493111528","270170.264542662","317429.224674906","393337.929747326","410063.192443263","510525.011377198","62938.4211620753","43512.0298989925","104249.631792938","166397.531158115","30347.1857014624","61307.9657578757","146570.147929404","150424.95625309","131236.477432773"
"N-Phenylcarbamoyl 3-amino-2-[4-(trifluoromethyl)piperidino]pyridine ethanolate","61012089.7616009","35713246.8200459","44905345.7791582","43871277.2203563","47036071.0471145","60787377.5200002","15953685.1597513","14640891.5884416","16993034.4485236","67985947.6179853","17093275.4558706","37634938.8307904","91276900.5031623","67283792.2209449","108569769.682698","28019343.2500965","35763134.774699","32234027.5372295"
"N(6)-[(Indol-3-yl)acetyl]-L-lysine","14729.8096408084","68683.1278702409","71570.4200030508","266526.784273624","136659.161173188","170787.648048778","92866.7715012366","196604.722521764","316765.46407749","32991.0933129064","195531.527064888","106205.845072701","286103.533515556","141677.537364784","299051.338910757","650366.391347142","833392.993867973","343134.505535039"
"N,N,N',N'-Tetrakis(2-methoxyethyl)malonamide","2664665.50907323","2595568.30666766","3212263.82287037","1434506.82330896","729802.012451897","1516841.73631653","714510.808496159","655190.481753582","855586.914347153","7544088.36227209","2781611.46680544","5224573.47209751","7987914.12552683","3792474.55513314","5352278.33698118","5125394.05654162","4977071.21751758","4354831.09170904"
"N,N′-diisopropylcarbodiimide","97802.4776457978","146912.605166407","163105.659907229","69711.04600245","52038.973445367","77460.3459128446","28295.9828134601","29879.2754654303","51706.0767514528","302600.642042289","335717.605559299","398812.015394317","80181.7802726928","24857.1894045141","36332.8685248604","42677.2734598583","42526.7700751917","51220.9304153551"
"N2-(D-1-Carboxyethyl)-L-lysine","1283201.51518326","1336564.11570138","1323083.71404827","4972659.80903964","896418.980099364","1701517.77864436","1115008.2961083","669229.265433113","402985.311854011","926444.658614057","780311.477031926","408937.759093688","1488424.20834642","258442.229262193","199254.074583374","1356310.09674136","2644861.27510642","1140188.81756503"
"N5-Ethyl-L-glutamine","107839.022847109","177479.818887595","163359.192039292","84464.1155666479","130680.547132506","172052.45361573","40167.1555147062","134507.737575171","184878.91517137","1157762.33140179","1702826.4587679","1529098.1442003","1181679.55161093","1539376.96484392","1335170.0452362","2815687.33182199","1877561.11060455","2234582.68512286"
"Nalpha_Nalpha-Dimethyl-L-histidine","97812.1723594297","140578.957717671","214181.060861006","412910.549396749","538031.372901335","189890.313595218","1013548.02839962","1039058.51063166","1615169.19337058","265448.585251518","205384.811753618","140732.848839407","395071.932504718","335749.17104935","237576.398892176","759926.607135921","442510.084924502","712627.403051818"
"Nb-acetyltryptamine","21701.7563892443","19118.209305293","22794.2805707402","72922.7129196424","75666.1315285568","89759.1770250998","224573.297870371","187244.122855177","211861.746915446","12878.7416249317","18029.9663012912","18056.5556335354","98291.2033911098","130646.250741378","124460.048252716","79872.5782794198","125957.867969209","87797.5576645693"
"Neolymphostinol C","2489316.19644893","1149392.8359263","1382381.37340665","1941822.77846881","2082234.15606722","2705009.302222","903704.02846877","732976.800639598","970058.076900343","2540512.51482184","835276.245279074","1284027.90367285","6955249.74942878","14037930.5744689","11321953.0946864","2090441.05517708","2582257.7332573","2527453.611723"
"NFAT-133","595614.581289211","467345.368266781","563771.47179065","614490.756322606","507433.931392588","682824.408833955","800662.052003963","431195.975586975","528502.003034639","551145.226842568","426858.295978615","810177.67996132","461084.251213302","678254.735456517","346429.548135329","615393.110680105","620019.699132825","884553.574115801"
"Nicotinicacid","22254920.4489561","17310232.1023094","17958625.1223304","49089132.3408787","43919795.8640081","42627703.3057066","62828966.1809871","50064545.2741564","71004991.6806767","13042751.0290145","13099449.1414401","10620935.5538911","30793283.6820902","42091538.37925","39650989.1919016","48213231.6192812","63833641.3430798","41736774.3922294"
"Nigerapyrone C","1401138.36089816","1885075.35447394","2309225.65217682","224482.575777817","285146.358149159","190769.439080088","392346.088741981","308278.386169172","501508.703652857","3731083.18505983","2744787.67159373","3090620.62994621","2058294.81072634","5413446.25826431","3652233.94325954","2055646.99409407","2220413.52263189","3225023.53426687"
"Nitracidomycin B","32786.3340032414","108109.808889743","157782.809939727","828301.716796895","584627.602032312","832580.373024766","188065.464253585","127437.01624232","413953.724689522","265966.672019448","134203.665869222","85189.0045372457","518402.295656248","25682.4021689803","359341.3692035","199283.614581262","692645.182806335","235894.261425227"
"Nitrilotripropionamide","6700905.19794274","8269870.28514315","9774354.04623207","6203445.73317803","7927532.81552324","9254872.78978137","12276898.4041849","14226611.1910875","15184756.2670974","18185708.3281962","11917826.9712406","15569557.302636","15559658.0169461","11317697.9869144","17949809.4915533","13350226.0426144","24096163.9891569","11891843.2370528"
"Nodulisporipyrone B","2280119.89278266","1662955.87550715","1755003.70766923","743056.265236843","1008444.38789526","1269868.31311795","202617.043401489","192996.078610274","191509.958685741","4565409.5811606","3250408.8744662","4625642.51143486","2911975.69262863","2697100.07932374","3559738.25536004","360741.69410955","2646745.8685472","290815.217110869"
"Nonane-4_6-dione","1662491.01081245","2498104.91735549","3571472.47722867","564074.17452473","995981.637361196","1150132.15460209","1164459.33258964","528630.146157162","613902.007958272","714301.117243286","127755.706884481","489664.217467754","301989.474056262","664941.105003447","225052.613090724","223929.225553019","224713.922343749","334362.993886429"
"Not named","4995246.39621189","4535167.38401539","6271791.95900378","4957169.10149507","8698605.71693064","9280380.44941719","1632783.03835247","1126031.05525978","1472303.3575324","1543357.01872693","1928799.67853445","2559414.68089865","3747852.83704734","5678204.05426625","3968775.71011507","881959.275723192","1665880.39774599","780464.0050159"
"NP-001346","38042.324669821","25492.8370703664","43711.0330270839","29737.2666312192","243080.861942835","274007.251179042","10796.2796485058","44227.3917624505","27507.9299445455","62131.5674637452","17621.995070742","105688.638407358","319543.850605235","725634.42292198","927799.298488693","185089.886976582","256321.248750653","126594.282012486"
"NP-002322","770410.297162254","632967.575065369","996970.79068349","422631.98288655","403194.141103567","480168.685854638","367972.891952243","322384.423461423","497073.877259397","639955.661900949","134988.052157642","377149.910163972","439606.18085523","163564.278872727","407882.457210905","86565.784159391","591396.117757477","381124.922290717"
"NP-015145","8823.65346301138","3744.52078937318","2993.07021046903","408826.71944113","31051.5661016536","27822.1472403016","254287.722344399","324892.623306942","1570905.50610317","3088.88729331956","79415.603259057","10664.8867308412","171454.370847974","420089.484720548","409930.304389454","1818031.23660854","1467368.37187605","957067.796170273"
"NQ8650000","6340849.82904694","3724049.26249999","4940463.83579152","21904356.4387602","9455434.26939913","31073248.5455802","4476654.06345722","5048624.46452771","9455604.6024824","4020852.33124565","681383.028450078","952515.094828508","4809817.71895001","132057.18278505","2574504.43024864","3341496.6385195","10788890.2945495","4816777.56492819"
"Oblongolide Q","114759.586882288","122712.799631358","143053.809900179","86533.1218776887","86711.6019508166","96055.5783391091","59336.7236213598","30231.3362147708","37088.0512314306","267727.022173136","93876.0712699318","125490.852049246","142455.032878652","176052.950334403","225809.179293966","65016.0289101637","116022.248241208","70472.6554790514"
"Ochratoxin A","3450.52570002295","3512.35863514794","3208.23521687419","3502.07381655901","3412.07341756211","3618.22403001865","3291.91242913579","3670.79173550481","3732.08411880657","89834.6189565238","46924.4920378015","44714.3844938125","2383090.9841502","697957.297030286","3388318.57153168","9298.19482931848","2427240.25937357","19801.1312205278"
"Octalin","312879.967651296","323900.090593002","392684.963815442","260549.184954436","262960.827632114","325737.270637738","152896.786124036","144580.415860641","142730.657549411","333996.125862206","230034.351072052","288625.006930228","243915.278604174","331632.119068878","353167.554298225","158151.00862935","285628.287154958","169348.853856249"
"Octyl 2-acetamido-2-deoxy-beta-D-glucopyranoside","91431.6451148011","257268.392190897","110528.657141718","185251.774604265","157196.650033079","217053.183443398","291564.191443645","286975.412273957","239175.085182168","96749.4075110783","210495.916005941","175069.817956345","106200.510537","84838.7410085707","251935.27687235","94562.1587108274","220096.523333412","186844.856199017"
"Oleamide","206573.702029253","550923.992242843","882192.742588691","1300840.53427272","61879.0382915093","98455.5852180667","1342658.24974764","342255.154863624","763746.43575486","1082306.96384213","754977.18866984","123737.428845847","709353.174925479","240034.057290994","77346.1375092179","709221.398262399","236951.168244233","428343.642086802"
"OxidizedLatialuciferin","812953.969905356","750744.500510125","925736.227946724","925285.326407121","952308.300585211","1184138.04928862","474504.651301994","455455.616611878","469150.718390741","496190.151601657","379726.772078945","470689.744864053","346217.647195202","296084.436442281","302508.202146834","196227.868668464","320705.393647553","222299.436014605"
"p-dicyclohexylbenzene","283726.275130669","303212.386766114","450819.857859127","328451.200932147","374100.934106932","333063.468256807","399826.507202589","369877.146626089","389770.496953973","40442.8335895395","13309.1890387547","45683.9936653951","134290.595589529","46744.2870828765","84214.688837896","42068.1822729395","58101.8357539307","58448.1283641891"
"p-Xylene","1877633.1288293","2387898.31278407","2180997.94043131","1614445.74482561","1738777.99777723","2293661.54764052","1145939.38241301","1501459.41155559","3330131.56578051","1648079.92742067","1009917.13703527","1679316.93598018","2305036.58843586","2457866.64475975","2373810.27920126","1124152.30324153","1637617.97966341","1171706.52313796"
"PALGLY","292340.00240959","315157.322672803","436821.603385275","205642.481852065","174008.761427617","120820.222069721","314472.895869053","235735.336434371","174182.67995947","343525.346495406","92950.2951446914","170104.395019612","207530.584809626","130492.991434311","154832.883329919","350279.245653847","534677.366503644","402638.934245323"
"Palmitoleic Acid","7041872.58695242","6974395.72465205","9336388.36822364","1290015.15445125","1302040.39272002","1775937.39091277","1657105.19167486","1662003.27133148","2104911.23000271","3674848.53948563","1123238.03541439","1601069.33728027","1584882.34786989","216678.313457432","1689150.55294316","1384850.956954","1684601.37568827","1995486.07246223"
"Palmitoleicacid","1753838.96583529","1595935.70138896","1770698.88552836","1555418.13350932","1837692.71967431","1219780.71228791","3352214.83069196","2457399.41319329","2220535.84420842","879606.91570924","1090636.95481352","1316591.42813625","1234821.20168462","1108467.94983647","848943.666485646","744716.944275598","1192820.28117737","1525665.67389367"
"Pantheric acid C","951823.308701868","879343.9652872","945897.189980437","1379202.72926035","1496310.81082859","1488176.44200373","410116.736330199","418083.544519349","610400.391022286","142454.418333291","318700.721827224","287026.615045314","736339.339966546","594056.884448336","676445.819892243","446336.595030614","474172.785470202","338561.810451138"
"Pantothenicacid(VitaminB5)","2187530.69805224","530893.580489276","588026.114254957","3105408.32216957","1911992.90968832","3296633.37002371","3066035.23054305","1471049.73318475","1852067.87772855","4519871.33077019","1995432.08097702","1080276.92104159","3621355.79355027","4204222.09568616","4125282.42827907","3143923.04849675","2108060.7547687","2520509.537906"
"Peaurantiogriseol F","84345.6167307557","128479.596907071","78520.6812396761","59179.9977485682","33082.1184671148","72519.380919751","68911.2020304734","106699.110352617","80249.320056691","413494.417337418","985556.51626052","657874.769231357","131245.581459089","65157.814427483","115051.604773962","785122.978280744","1823559.48011068","773493.172627354"
"Pelopuradazole","549899.417958262","477203.024680325","561055.132724754","402342.776563658","306820.803677584","370978.392710835","502083.138186539","406014.719658406","417497.10993182","409293.079964481","466020.849460114","449456.582189821","424011.721640433","428502.569214033","366599.758548806","372455.190168295","456028.697249877","416597.483652712"
