"name","area_11_1_856_S25","area_11_2_856_S25","area_11_3_856_S25","area_11_1_15_S25","area_11_2_15_S25","area_11_3_15_S25","area_11_1_92_S25","area_11_2_92_S25","area_11_3_92_S25","area_2_1_15_J17","area_2_2_15_J17","area_2_3_15_J17","area_2_1_15_J25","area_2_2_15_J25","area_2_3_15_J25","area_2_1_15_S17","area_2_2_15_S17","area_2_3_15_S17","area_2_1_15_S25","area_2_2_15_S25","area_2_3_15_S25","area_8_1_15_S25","area_8_2_15_S25","area_8_3_15_S25","area_10_1_15_J17","area_10_2_15_J17","area_10_3_15_J17","area_10_1_15_J25","area_10_2_15_J25","area_10_3_15_J25","area_11_1_856_J25","area_11_2_856_J25","area_11_3_856_J25","area_11_1_15_J25","area_11_2_15_J25","area_11_3_15_J25","area_11_1_92_J25","area_11_2_92_J25","area_11_3_92_J25","area_8_1_15_S17","area_8_2_15_S17","area_8_3_15_S17"
"group","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA"
"Pentadec-8-en-2-one","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","170625.573583101","222831.823303881","162137.885265537","173057.266597292","147717.46241101","280340.259458195","78068.462719142","21106.540718917","37592.8597327064","173965.332981172","85718.4122137631","240745.84208149","49586.7894497209","88436.4133622159","45359.3636637387","133596.36052988","174264.606435035","160023.854102364"
"Pentaerythritol laurate","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","558404.650323709","629919.765842998","439064.227139183","743448.49209926","741071.583130955","1529698.87752133","79004.9010604737","30661.1180743838","51166.4950415298","47105.5901368047","36828.7293061823","69432.4462307149","48325.7847139728","85116.4779447136","49721.0196466609","508199.37521672","679549.28811978","689410.283859958"
"Pestarhamnose B","986233.734699956","1201574.79344093","919965.218139784","943485.096879922","696377.184179834","760291.974958092","890992.299045438","881005.135677073","1032314.0832601","1520620.84228369","1941244.98353658","1167775.05838606","1430272.71596333","1351828.35578578","2485544.33047796","311552.250850288","260633.85967549","498892.993020777","319593.116980179","572938.451483014","511293.635561877","459718.417628636","971969.040021838","520232.826672486","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977"
"Phenolicsteroid","247250.446605226","337704.049120587","381794.027536083","603864.565560912","544088.774838953","479819.725985605","983589.634003137","809917.993434899","818687.786696552","1201401.00132735","912299.053780295","538975.923452697","338492.681316874","771002.365559033","648465.635702363","119065.281071862","137473.729597543","137399.002488584","120203.207075832","148952.891595881","119605.401829773","139552.849709335","174604.271594712","65754.8484188399","75911.6078551115","57954.7576905175","30200.0346103649","215603.612955746","26951.9212638496","70342.752738731","148183.274069284","90356.9728923567","162023.064732371","425920.944268031","96634.2860182676","166588.153423449","518557.464711255","1275092.84307374","422607.974583606","642502.072272338","440925.465696126","346468.6121686"
"Phloionolic acid","1050281.77969208","1522537.23561016","1991280.2355251","306711.137420846","408920.287966082","499636.367335828","532516.60269071","584352.371258997","677696.666087","170527.933525234","168175.468615709","102520.341733945","38395.7796390189","32969.6303667357","20308.2042170866","1028450.90792134","766059.276965049","1180309.47078119","324541.088279621","436068.828212627","365094.788230849","330748.539550452","420507.634432442","364523.485434369","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977"
"Phomolide D","5965102.44900523","6401294.31184245","8592674.10025814","536162.349436618","830325.009508226","950396.563169628","364763.565659179","599679.315172067","650976.822732375","3481762.90506999","5559492.28589825","2947961.2131392","471467.152541726","235065.249571427","284773.694028719","227056.91932591","325627.001027894","256145.998030073","301089.401011877","367944.598272807","389624.944694223","223179.169714585","345621.398319017","607722.244589137","579411.371134197","592987.02283741","617357.595449642","1103527.15781354","650422.148834605","4456652.4426067","3053248.36460235","1588843.40381989","2485664.4611711","874165.478030551","600669.449751547","828296.125253217","413676.90164437","795243.120262659","620364.532450945","300443.866890674","340785.160391678","369487.104422669"
"Photopyrone G","1192509.36413883","907394.935510397","733549.182528498","1873564.36799571","57688.4678147975","183455.708817354","2352701.83251478","489849.948154906","752771.359642858","2023686.52435388","1465584.26296654","1612709.17597955","862027.340712229","1030730.37663284","867640.040263328","1038966.81285397","809046.319306301","1172234.96689431","186359.792932871","247582.633963248","263266.782203424","1751875.15485543","1486934.83904048","1062987.18931207","899624.163485556","435034.196849063","1454977.07680105","1222891.20732092","1139948.92243351","814585.35898085","460508.720542587","1141201.17278932","367278.007863482","1187012.72313958","1194685.49763316","77898.4257126127","1049044.09332385","946114.313427566","1635695.87931546","1215881.96755106","1412550.08299601","872992.269529094"
"Phytoalexin","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","669583.421784142","453823.858909134","419367.628554533","463776.276780083","562904.173793476","603833.495456766","231438.539720262","98663.0244810696","186242.378114228","92142.6943590891","75553.4446888033","95414.6468526157","28492.9636593123","46235.3407407736","25023.7141229918","520113.508801839","631897.758368148","613185.983219685"
"Piperidine","11896701.5048977","16823021.2071985","19460696.3209729","36993100.4866899","17461588.4575676","14776228.1388259","29217705.3490876","30371790.9512913","32172926.6030994","23056370.533805","18015094.0515655","16882292.032492","12721833.3253649","9592547.09902538","12297641.6410922","16004346.2550947","10888547.2881742","14574760.0261987","17104108.8376896","25589930.4746619","14681760.3885415","9661467.86795252","17591792.3797891","14646038.2422289","8617317.32242386","10684820.8424184","14510941.7401019","16200193.5241524","7367907.897632","6271315.09994107","8690746.67678823","8281836.24410257","6667853.98949235","18729785.1005397","4479040.12368109","12742177.0686951","21115650.1500436","32432090.6543221","22870725.1731069","5779865.84755145","5989266.46652094","9757037.98927682"
"Propionylcarnitine","8148869.01864904","8679459.40602358","8761435.30360373","10982396.924804","3556.71310856749","4130.27128121636","11273640.2965873","10827988.1522234","14246663.9684422","6341186.43834313","6562640.51890345","6059913.91867364","5491799.17852611","2776035.93917466","2063045.82438825","8866746.77237264","6665611.54923427","7581395.45561826","9779790.9073189","17366063.519734","10772341.1779123","14003599.5307676","15527059.5857166","12034805.0625837","6809324.78596076","8346445.63210502","11659911.6111695","7053073.00566571","5508805.95209894","8072061.09507343","13255826.0779846","4805299.52194649","7053309.41489624","7698641.19789947","4754448.404322","7403275.32112784","4766877.67683172","11816074.3350321","4104417.78114352","16006691.8106577","16806882.8616113","17905049.1602095"
"ProstaglandinF1a","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","1109786.197545","1244763.64139529","905767.465853856","1677672.97481777","1680901.67663911","2363864.59402404","956691.512087703","259577.047777837","616142.929100645","1544473.79089442","1822777.97145393","1845183.48909673","1637503.63705633","1591323.00084458","1621410.64234946","809140.614160774","1152818.3393038","970207.626066686"
"Pseudopyronine A","1452139.46106017","1642883.46440336","1705291.62287874","1235541.0675817","1718925.82101712","1466580.44118072","1925571.48110557","1949803.00880149","1977268.43913691","1700873.01566531","1325216.77008419","1292011.05895527","497330.767198829","712076.74239309","663207.051207287","1722254.92593772","1299820.8269615","2073091.93743738","2257908.71928497","2660214.67838128","2383811.88303906","1324719.36701669","1593565.2377575","1133059.46137519","544760.201824142","494518.846107734","537477.349106752","611510.242992619","395628.675255206","375263.625374498","698553.33695422","445244.951776682","585981.491967518","544894.939036483","307845.613252749","440509.241497401","974288.861284553","1420724.82236804","852970.116557578","3516720.36808239","3462433.05840231","2610969.70815368"
"Pseudopyronine B","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","565575.308456651","694411.833843751","512264.601947665","607055.47664385","565716.158378861","955757.087505073","470512.904358753","263412.265474933","356742.393839728","311338.344685996","220179.200721378","25630.3396065319","252703.647807665","426393.855719711","274403.597861996","196363.337068197","259987.931201019","303934.831768955"
"Pseudouridine","4193349.6078162","4247531.1358374","4255718.50928308","6856487.40071563","2473132.6753355","4037603.33391766","4609547.46012997","2079884.31746188","3124900.64171212","4009637.41239688","4995479.63282975","3994151.53138554","3023851.39241403","2760669.51684254","2489452.38306939","199718.800784434","197976.562063369","254558.391663583","1678030.6593847","2166123.91629019","1939491.6566406","3726534.57897831","5558684.91296101","5616694.3068224","5511139.68847191","7843092.61991905","7554499.21419494","6165934.79080639","5720451.26761864","4068713.232856","5290955.796405","5851243.95873326","5771013.10461487","5666087.55787641","4226122.66571641","3965460.93425341","8576850.35164283","11768622.6217624","8434301.47892668","335467.941682696","523594.300914608","905160.530759858"
"Purine","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","26728078.4153952","19644183.6264103","13791619.8524785","38872464.9721563","33902544.5883221","97010483.7236904","29199738.2183695","1509601.83237797","10027109.5314013","56827196.4175379","22732701.7739932","35639248.3854577","4223994.20000328","13489647.4606528","3105298.66846582","2075053.06239142","2459860.61472381","2403114.20168149"
"Resorstatin","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","506973.808212316","495960.230219506","487123.927754246","517897.501355279","429218.640089611","714452.578998868","1379683.4751743","696328.983096609","841433.032633258","548579.798632753","383857.787316175","467019.111996849","434559.977542796","584799.888104206","476359.275808185","382914.112750662","426359.743077289","368062.586161153"
"Rishitin","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","446016.769292937","427998.359949616","493289.641065045","1105603.42633579","615966.608271474","2197465.99362343","1661223.34955298","2678905.57958376","1561641.8771889","1076784.10970306","516493.072848878","1131147.65669372","1646601.6372706","1514217.94989443","1805162.38886321","308820.179182024","316898.897423396","322956.108971729"
