"name","area_11_1_856_S25","area_11_2_856_S25","area_11_3_856_S25","area_11_1_15_S25","area_11_2_15_S25","area_11_3_15_S25","area_11_1_92_S25","area_11_2_92_S25","area_11_3_92_S25","area_2_1_15_J17","area_2_2_15_J17","area_2_3_15_J17","area_2_1_15_J25","area_2_2_15_J25","area_2_3_15_J25","area_2_1_15_S17","area_2_2_15_S17","area_2_3_15_S17","area_2_1_15_S25","area_2_2_15_S25","area_2_3_15_S25","area_8_1_15_S25","area_8_2_15_S25","area_8_3_15_S25","area_10_1_15_J17","area_10_2_15_J17","area_10_3_15_J17","area_10_1_15_J25","area_10_2_15_J25","area_10_3_15_J25","area_11_1_856_J25","area_11_2_856_J25","area_11_3_856_J25","area_11_1_15_J25","area_11_2_15_J25","area_11_3_15_J25","area_11_1_92_J25","area_11_2_92_J25","area_11_3_92_J25","area_8_1_15_S17","area_8_2_15_S17","area_8_3_15_S17"
"group","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA"
"C17H35P3","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","34514.1463702595","45567.8576847458","32803.7021708822","62584.7186804465","24233.4471484698","41846.3166495792","785237.920847238","157296.863336233","491298.178429629","1127363.09060051","365412.908885483","659661.015845815","833147.193995024","1426790.57425666","704802.811164731","342849.47774259","272426.708529591","249488.444548342"
"C17H37P3","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","15072.7152772096","139442.653550924","104121.617918612","193746.93952518","88563.7263302656","221146.145752261","224035.174948211","44509.6140182548","142875.377057938","213531.384534221","102982.157248339","171596.08904738","116786.65260222","210746.166223285","108614.894134987","2037209.23597194","1889855.635901","1520819.0448834"
"C18H37NO5","730225.358482992","753030.103718202","997766.789540485","256115.288115473","242521.108470588","330225.744487624","216468.762657677","224855.864172531","301962.561441307","2840757.09335344","3903016.26047918","2666978.85598376","115873.699106317","144577.662549768","106097.213369387","366092.686018525","322944.797609032","562252.52203548","706215.203952275","926125.817207768","989900.448413184","304913.765488525","535576.895653393","476687.635709344","86773.948459175","95713.3153815671","94048.9327245444","370320.87974875","34612.7830372054","1278125.2941675","783408.997745276","208797.984974295","376057.73208762","325562.52405894","119672.332134781","245652.05242245","367644.59247639","555908.507939217","398040.062168941","61123.8205766324","358062.414789287","376059.919722198"
"C4H9N5O6","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","433722.818200685","392396.434448538","417447.295263547","402939.605260059","448806.326308372","384206.26181085","418431.595034197","403944.453085681","418691.592528444","456393.247449631","444716.272400198","414107.719238912","438761.260460607","415425.979978265","426165.425698711","2838657.52362782","2752684.75594047","2701602.79756489"
"C4H9N8O5P","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","697222.692150736","722290.396973081","691474.853116401","700736.423437063","700493.240943116","664723.824334692","680561.886836459","695051.076404587","740164.822814705","738324.204447975","756265.770177897","733664.523778646","711195.590053985","706109.430089353","689209.392228651","2066055.10710577","2133741.65382602","2090902.26255555"
"C5H18N6O13","610057.232269931","572389.061354518","522386.411901605","595056.704741218","584461.546772838","499200.623408745","565622.24484086","501405.919218444","630896.482135857","627759.341927712","548581.934482037","526455.595999988","582376.522894772","524565.847396036","534232.323816059","974296.375458416","1009974.81384901","1024219.2764188","568735.981347873","527169.523412683","569155.838149396","440658.565338575","515975.176541382","469527.18343726","612495.654878868","588447.036729722","422099.72251716","520728.430193907","623553.958092057","555443.018009932","552960.346725155","661841.528428151","673830.449148596","638319.01268495","585416.587329267","561218.173303711","518013.814894178","616639.051691439","536619.86540024","460282.365735661","452122.88327277","451562.05636582"
"C5H7NO5P2","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","365833.325219346","3134623.74453548","971230.406607724","3628338.75551633","1138651.03484998","476293.534679011","1132880.10222899","1144550.44233078","356428.970928349","1230657.19066883","834874.144307393","471102.730110321","458442.608750089","460946.112075076","3397377.54200197","414257.640782251","3567828.53560072","1013127.15436596"
"C6H16N3P3","1068930.90311838","1009707.10321537","1146268.17517176","1056509.98091185","1147828.20780418","1055275.41918671","1103640.96554079","1038926.18324172","1190798.82139661","438703.379767426","410565.034132817","390332.539364475","448096.281766716","437965.391971175","398756.9219676","1561828.26212699","1481401.49199595","1435176.07948602","2543180.67567628","2366575.61862396","2322953.18744617","1431098.63599711","1547642.03109919","1491564.10023739","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977"
"C6H16N6O4P2","680826.977737184","696656.180759882","716858.106268337","760142.043254046","712797.694508976","678492.244441637","753884.137756987","699547.996304338","740318.649552271","719379.155384126","698861.299883333","676420.704932793","773009.669321007","709822.379315958","730603.753753927","2941457.57387756","2798819.59816377","2777776.12797468","2856784.81950904","2674399.91699091","2740387.542169","3001911.7600088","2997374.18771211","3070552.33249488","748281.590065769","715342.306376435","754692.754403687","696933.529385331","701132.51821203","736134.605811281","3489000.89286248","3496919.69042853","3649638.95766158","3550837.64312473","3630295.26423249","3371656.17830369","3489868.07982475","3393114.26284806","3382397.09548655","2889046.18580179","3019130.79114525","2899569.70496985"
"C6H21N7O5P2","366827.993157886","378847.122664072","343157.016246796","384927.767276025","381965.523820367","357561.364098591","365162.879540933","332689.819449188","366740.121338637","372349.52877074","361818.283564268","384373.463934776","357845.74594597","376764.051106506","319559.640195858","391507.602422796","399679.167651792","404770.807946128","443837.720573417","434426.825977869","422798.536459917","424288.707043579","390694.809606682","408711.98611371","370033.941906806","376418.523560057","356066.502853881","383751.580224393","403075.173777537","333555.391279931","367774.908707276","365139.529003289","355400.492109627","342146.026711243","377533.291941247","371411.849117719","356928.282042241","355840.065287384","382729.893969094","385078.188685374","388686.13414633","390344.096351513"
"C7H13N2O7P","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","1289489.08587625","317585.383705423","970776.866179398","850635.199348637","927470.128527793","1729240.09696426","1916243.57854576","1806682.93187864","1355713.22450419","1297727.15956924","1185246.1730633","458474.269852088","1425915.36206517","402492.329657666","816744.758552614","728382.997245823","844645.114431828","1266799.07594559"
"C7H16ClN2PS2","429918.633886092","453908.697388966","443752.093555287","404645.362636169","345127.38681578","446091.910645118","440987.929185762","516503.233357051","474911.568413462","385070.779821234","378214.267394319","387753.555336878","456073.560055558","460341.357966827","399298.826039344","152352.102853639","239374.986949099","209559.686617063","334914.997713452","275521.746546999","259334.818054342","299598.282190398","383104.83589855","365320.688969062","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977"
"C8H14N10S2","4541365.82686382","4271754.22209322","4342004.12665994","4866426.47458187","5048772.55657335","4865913.31908966","4699707.98407823","5010192.21225697","4951305.67228087","4023171.21702466","3838743.50386921","4002733.23612725","4740228.00558362","4982128.47545918","4387828.67237094","1591120.42872852","1551530.12456616","1492638.48821269","3731602.09432294","3570538.83303709","4099730.7390618","4472305.46773171","4538196.70209894","4731244.79398559","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977"
"C9H7N2O2P","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","507168.343380356","453805.20897244","475310.948228583","509624.612844489","499242.226635145","495219.551734673","508048.423214479","489032.702556859","505948.43016877","503084.531883724","538839.744474715","514194.845948019","543452.39736854","489251.633708028","515552.911643902","517590.064809449","470409.727642412","531351.568979467"
"Capsidiol","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","86127.6774899322","74915.4254360003","54464.4264165322","130389.657095355","156604.65497506","162467.31537131","255302.27262322","123344.989535552","159662.234260896","228263.821406919","200790.613420767","226376.423459216","191269.618244309","536149.480445987","184966.215379369","145662.960100094","137940.581371285","118323.857808553"
"Catechol;1_2-Dihydroxybenzene","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","3479233.99818529","5915014.99174385","3131335.73350309","2243876.60988046","1479544.68868921","1834813.65016093","3705996.39748783","2954260.47879301","3575047.09729634","3624673.62349146","5739496.68563271","9860066.32529494","2332562.72848785","5538448.37006238","1395213.54174377","984195.190376357","1566652.79796037","1579510.420829"
"CH3NO5","528172.184276221","1613649.55715454","1819025.3054411","1201699.57882935","1882582.11913893","3000054.53776277","2002081.38390558","1562723.22941837","1770527.12359339","2189432.17514175","2068460.52090828","898885.508499772","914277.424699409","1549494.86234427","4491146.5910502","561171.305282777","1636422.48626285","6637969.09428616","1678406.73336551","1203394.23975654","617795.894408268","627273.70821189","869515.75649889","2378541.79485391","1594767.44512132","483075.023638112","1548645.38054359","6199355.53367454","643264.893611058","5869193.78963523","2397782.63073718","2484612.49837992","985923.060896983","844421.145312489","913062.808601082","417830.726745562","1050578.5918317","675047.486983587","724706.716967783","1907864.31607032","1703095.82968487","10394670.6373427"
"Chaetomellic acid B","5824776.78022278","4770720.41847831","6937146.88484222","3565178.95948379","2314160.22217321","2463704.09082897","6417980.81894631","3724151.04529738","3217834.60330252","14227996.3255221","9728812.06873321","7946311.70253214","1632711.49296589","2340792.26518675","1804226.43771207","4282559.54812201","3410844.6690977","4583458.30116856","1716752.51018388","2123475.42387501","2410361.37820028","4078595.26406351","2635497.46428521","2133406.57349669","2491783.90331353","2366616.09491779","2420709.98489891","2839008.53802615","1771582.24790403","7112430.75492754","3246033.21338992","1587512.30301207","2246558.56854571","2886925.86310027","2600571.61994518","2231194.61666494","1608705.56522153","3312044.65685297","2093409.44357017","5312068.17116906","4842245.87044773","3626236.07029314"
"Choline","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","517345367.243903","572634567.819747","535622631.771252","820517369.544428","641927831.234806","734127138.204823","479703668.697038","431357586.391438","474901106.794928","784682917.282301","628966027.720457","845645217.414775","938531969.225576","1607606898.67504","766617424.032337","471874486.7456","524177760.68066","543824891.263699"
"Cholinesulfate","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","114475689.198085","124714378.651468","125818353.851283","66612800.4602127","91200160.4352725","126531973.259358","106931321.9313","139113181.502686","155743269.82814","70935362.9500808","78272193.3415277","116780859.810235","97577830.3621115","133880399.626032","99015317.0414282","225598618.12441","264895705.463362","261966629.755471"
"Confluenine A","1591092.74955604","2187567.7537879","2675087.55320724","8198937.94266137","4910366.76711686","6661902.99203844","3672576.35558551","7405412.51222384","15162447.2041017","5904599.59686577","14495657.6736929","5918330.45274466","9550779.59989253","2404432.22518456","6192612.8733832","3108062.07271753","2220409.92435472","3028775.50977769","6379999.76509621","12938984.5958933","5372661.64180255","2334656.11611366","6217795.92706462","3795074.73572486","1595200.61211896","3805332.31128756","5048929.70076482","9464164.83199542","7056023.07355518","2164754.27192983","1990175.00527756","3478064.95886491","2563317.10995955","8520147.49441883","3550160.60756958","10846105.1109293","16997330.6770833","27661156.6710115","9339430.19172774","846489.645791993","1093536.48714252","1625073.08093727"
"Coryoctalactone D","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","420168.203518372","345574.405148562","222688.748186259","727744.624982086","1561572.42804049","1596057.82929032","5000248.67476074","5419922.86266316","6191612.90880472","889976.885336875","1490626.76922406","1422703.98558786","511566.386517915","513781.836564621","673048.202059706","287611.277577321","391261.289470356","350874.453788012"
"Curvulide B2","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","193290.860660483","124031.92722588","145836.226013418","80599.3525505904","109519.608040699","127113.916200183","58739.0171296609","79915.0324910485","103461.562190012","158919.524386236","168944.974954861","142777.877665821","11635.8520233136","53685.5872682447","5371.66305924023","118468.214577252","246531.628442361","279996.664804712"
"Cyclooctene","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","10872687.6532355","8783555.99486276","9093197.78766932","8134139.2236905","7723703.47458085","5731421.7226584","5364097.46655113","5143495.84377244","6464613.36376355","9771417.58072222","7788466.78835492","6574718.15126934","4230374.38918307","4091098.78643662","4355431.79455576","5132882.6305872","6355936.0992829","4665664.67544445"
"Cytosine","2132193.95774235","2493151.49752452","3138268.97066","2336629.34893082","1492319.95656751","2136207.48032655","1334773.0442378","1358801.23899913","1779157.29482247","6621944.78082575","16388160.8109167","10122929.6214802","2114130.61967079","738942.10942685","1053833.49662517","1948271.00280726","1634152.62429183","528965.862281747","1523725.26858605","1705834.97521637","972138.821521902","1286351.82535329","2134441.21386627","2166899.55135107","1377319.86532879","1524997.97903424","3402108.00949083","1672745.85477563","2479799.43276412","1883176.06092557","4049703.31581552","4342378.75903727","2644835.90242705","1960479.80933462","1453139.83088809","2374370.88603566","1592311.32079254","1511401.63115537","1667369.87070126","392530.824041226","573065.60686196","1203395.1178082"
"D-Arabinonate","10586063.8921847","10613924.4780451","10632796.7079733","11444251.2966558","11250194.3386383","11022223.3416129","11365774.4333684","11211466.9947116","11234525.4903521","10534810.7060533","10474714.7333495","8564903.70097356","10995699.203839","11027030.2051885","10913554.1149471","7145444.55771413","7055260.99579438","6973753.6699689","7034198.7206327","6552483.5934604","7576188.08357792","6470128.75441746","10048977.2499588","10344215.1108927","11222456.6797137","10854383.6850202","11244397.4910807","5736731.38097452","11149581.3602488","10913920.9215821","10684772.3534054","9052921.95560416","11136429.5182452","8881419.70114613","11412988.9560653","10798578.7036812","11160920.9085287","10958078.0271836","8809359.25214998","8207914.28306693","6098840.43444833","9833399.34851227"
"D-Phenylalanine","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","9522244.0324757","5153414.70863954","20774309.7596272","19011785.2519233","5010690.3643789","3869770.6062604","8624495.7496978","8918703.58444171","3148860.9772129","18534049.6535978","2961421.24519563","6109378.86447204","15023176.9006261","12805666.468244","14793508.5687603","4029873.88010296","4560580.17013649","8506958.33410733"
"D-Pipecolicacid","4402521.5944861","4960397.93623199","4635045.61223494","12227804.4521792","14127781.4515747","17038286.9294982","24412978.7338561","28376309.0817959","24068643.1845573","2324619.71924127","1565226.87936932","1892548.0831616","4781004.14447688","5588160.02331481","4737537.65784253","16605066.7730038","10167745.987567","13743952.0572032","9258864.5189991","15953132.4651768","9023376.47355639","11534215.3892632","11770380.7475185","8125710.91536742","9566981.95683497","9184369.04203977","8966959.9130354","14689647.3557966","6609163.02404039","13755546.3682907","3006113.77445533","1605015.00914881","1809390.53200678","13631249.2687719","3753089.6955854","10085411.3314864","15467819.3093163","22778197.4579971","17195793.6184007","13538790.368951","11584604.7876458","10616315.3091202"
"D-Proline","10796344.7802606","14809767.9814447","17532897.5162392","52461781.6056232","29169747.7243112","33150456.0279685","41869767.6449879","52094619.1349792","51312323.7110727","52745060.6116591","69496698.4170923","48210386.5307421","66189062.3665374","40573806.6385711","72824887.4742135","60235520.1119712","43371536.1657695","71760825.830839","79429463.9634145","116931512.115171","69948565.1833629","30144179.2710917","61422042.9283392","49911991.5034697","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977"
"D-Tryptophan","57071.6625243477","224277.843526479","267240.509842028","669271.347357725","1069710.80201061","1131939.14164122","333789.086439988","1046240.94293195","856237.857201952","1373067.53588482","2887939.6054497","1236445.00369607","2500476.4922883","765266.957671191","1769465.91699577","431446.704561063","261255.597856704","320459.530076655","536961.237265652","645450.553163283","276061.33680832","274557.916285763","414983.461643838","358256.056111152","437600.810606621","560934.785761275","891403.717614541","919628.351450929","216737.84517569","201375.349357437","188509.671596732","460240.270993936","452178.995183955","918968.366611168","81055.1368611517","1445330.16600615","1254421.98348151","1903516.77843804","1354074.60603297","178761.811022799","271650.853384634","427547.928497584"
"Deanol","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","939169.906163136","931301.158605351","895318.432257365","1132750.76812416","554883.68609722","686582.777912261","866324.679270097","299179.464048015","511603.100664881","1115626.9095358","433496.819149826","748014.287982235","1235567.17043182","1936381.322179","1128203.82480412","1317531.9291259","1018654.70070676","1375871.92357613"
"Decamethylcyclopentasiloxane","12119959.5643743","12005176.3681641","12097565.6831214","12570978.2786571","12966513.3288553","12471431.0172715","12637956.5347869","12682238.4905524","13251870.2009406","12527404.3051171","12083758.3782527","12236865.3002612","12861367.2591464","12645382.205083","12668288.0403443","9257498.43743469","9054344.50932152","8864742.35633149","5746421.89175684","8722936.46228379","9455522.61389033","4528501.3655248","4795696.14968231","4853167.29993863","12764360.6594921","12771316.1722647","12719207.8202281","12829105.6727179","12689802.980749","12694971.4188051","12796429.6985886","12869512.8333457","13381147.0897122","13120310.8804165","13214484.4269481","12594942.9507193","12625767.6864261","12340419.6565498","12304325.8959792","4798513.68991336","4737789.7287939","4812576.77907851"
"Dendryphiellic acid A","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","10343681.5043424","12562926.6750468","12609029.7841788","8454628.34665134","10659243.9154599","6561293.75352811","7502218.0683189","3699446.92864219","5790591.90328364","7260850.71612606","5458905.13032162","7559673.84551665","2407018.37919516","3242179.05864205","2261478.38000484","5662185.78566066","4642784.00633765","4233814.03322747"
"dibutyl azelate","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","1300641.79447993","1501571.30285021","1134396.16492706","721842.045009537","569401.123571324","799615.685955114","5374282.42658594","2295746.90671099","3459598.16585861","3249357.61011981","2295066.84510959","4272819.4385092","2735643.07331492","4866606.54523081","2815953.1015435","520860.094735805","673180.836321321","698297.700699872"
"Dinemasone A","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","6795575.87595042","7419424.81903759","7393672.6177293","3789495.75011746","6509242.50889385","4325161.72578378","2987522.09265963","5454081.28154049","5299605.96319476","5176165.240656","9847538.94655037","8192439.6377714","2817351.92195899","8091515.35762519","2772533.73533152","1162973.59252238","2542620.60796238","2398555.52627685"
"Diroxamel fumarate","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","164982.172562898","258884.761679103","412763.267236365","319844.598534808","266350.108657972","145172.153733352","533369.351678397","456593.45426694","335906.557339519","413248.234715023","164331.058693126","323523.978857054","110807.112193309","142745.882961346","108717.857587007","284025.504498758","407191.850867714","359954.063159264"
"Dodecanedioicacid","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","52516.9681491913","52319.51370382","48077.0268919621","126820.129522366","39854.8236288979","412337.171143859","475180.565173954","798893.735170754","644896.866715585","330231.864613586","177526.861179172","198408.895686687","644504.132611702","652004.599023843","751895.391077896","67969.6041141989","60825.8529187422","58475.4313444885"
"Ergonine","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","1473039.2902333","946110.644824373","1386025.78763467","1472006.28107286","1634847.60233554","1214473.86899643","1575053.96903671","2005938.27034797","1242022.59647318","1573674.25370555","1818631.34463127","915081.787957254","1510013.16182085","1462456.06703679","1789191.39161172","1140063.36332175","1103006.56835392","1057765.58574317"
"ETHYL LAUROYL ARGINATE","4340582.08313114","6921434.16631078","6619111.84090765","4432522.39814876","6824080.80236603","6371879.21254412","4600086.74529358","4769224.31976979","6831750.18401374","4229781.17963929","4201500.54605598","4196136.44524635","4253364.7456134","4167763.77201454","4293066.42323633","3580481.5660115","3472255.30675113","3322066.80526308","3504932.80146622","3739718.80677003","3662932.65054416","3686484.40659008","3816080.74345683","4007581.26470035","4389184.09396606","4129402.9922235","4125263.71190179","4339203.6259152","4520184.21998414","4289381.52857882","4258247.87638239","4417219.67143068","4659393.6339906","4445548.52007834","4453433.20429955","4845538.9981898","4675891.78632959","4757679.66874097","4583236.76281072","3678580.14521238","3698026.47747606","3701362.06709128"
